iter	Logloss
604	0.1947933619
605	0.1946450949
606	0.1944733135
607	0.1944156747
608	0.1942617602
609	0.1941936279
610	0.1940147657
611	0.1939331278
612	0.193864392
613	0.1936858837
614	0.1935450786
615	0.1933732651
616	0.1932499858
617	0.1931374814
618	0.193023364
619	0.1928287719
620	0.1925307748
621	0.1923441838
622	0.1922781015
623	0.1921337469
624	0.1920780215
625	0.1918035633
626	0.1915654061
627	0.1914177885
628	0.191333603
629	0.1911883311
630	0.1910902913
631	0.1909447635
632	0.1907968453
633	0.1907391691
634	0.1906097887
635	0.1904992461
636	0.1903648259
637	0.1902291174
638	0.1901659015
639	0.1899539142
640	0.1898281248
641	0.1896884711
642	0.1895391395
643	0.1892984545
644	0.1891513324
645	0.1889783504
646	0.1887834317
647	0.1886146184
648	0.188506629
649	0.1884295283
650	0.1882985906
651	0.1882440414
652	0.1880569881
653	0.1879237717
654	0.1878362874
655	0.1876801663
656	0.1876564541
657	0.1875536874
658	0.1874240153
659	0.1872536287
660	0.1871912256
661	0.1870855012
662	0.1869847039
663	0.1868651555
664	0.1867459787
665	0.1865827869
666	0.1863995188
667	0.186331379
668	0.1862188572
669	0.1861040515
670	0.1859235948
671	0.1857714932
672	0.1856176387
673	0.1855077299
674	0.1854021592
675	0.1851950632
676	0.185098102
677	0.18496586
678	0.1847456687
679	0.1845964839
680	0.1844537137
681	0.1842800574
682	0.1842220627
683	0.1841321138
684	0.1839994798
685	0.1839050828
686	0.1837471761
687	0.1836114887
688	0.183430797
689	0.1833009169
690	0.1832154036
691	0.183137856
692	0.1830075608
693	0.1828390769
694	0.1826319441
695	0.1825168947
696	0.1823987747
697	0.1822545531
698	0.1821053975
699	0.1820248019
700	0.181942401
701	0.1818403799
702	0.1817012087
703	0.1815293881
704	0.1814036778
705	0.1812512539
706	0.1811290341
707	0.1810498928
708	0.1809503177
709	0.1807062595
710	0.1805860104
711	0.1804721001
712	0.1803371081
713	0.1801773085
714	0.1800903756
715	0.1799829512
716	0.1798029186
717	0.1796846764
718	0.1795611902
719	0.1794384039
720	0.1793532204
721	0.1791900159
722	0.1790284743
723	0.1789441359
724	0.1788296784
725	0.1786492133
726	0.178457952
727	0.1783443263
728	0.178199811
729	0.1781254241
730	0.1780555117
731	0.1779812994
732	0.1777262414
733	0.1775787829
734	0.1774883314
735	0.1773074943
736	0.1772302976
737	0.1771305035
738	0.1769999015
739	0.1768732264
740	0.1768225267
741	0.1766482151
742	0.1765487415
743	0.1764161331
744	0.1763441434
745	0.176130858
746	0.1760444351
747	0.1759384341
748	0.1758183369
749	0.1757375101
750	0.1755919447
751	0.175444289
752	0.1753380381
753	0.1751894209
754	0.1750015986
755	0.1748793052
756	0.174797087
757	0.1746319093
758	0.1745539691
759	0.1743471923
760	0.1742174515
761	0.1741198775
762	0.1740046618
763	0.1738414043
764	0.1737383092
765	0.1736487225
766	0.1735180086
767	0.1734026677
768	0.1732136799
769	0.1730589648
770	0.1729219437
771	0.1728107394
772	0.172730764
773	0.1726388652
774	0.1724364601
775	0.1722292903
776	0.1720480155
777	0.1719798445
778	0.1719038395
779	0.1718164778
780	0.1716572014
781	0.1715580841
782	0.171432507
783	0.1713314415
784	0.1712104641
785	0.1711157272
786	0.1710692242
787	0.170827324
788	0.1706539767
789	0.1705754781
790	0.1704466861
791	0.1702919236
792	0.170210565
793	0.1701494785
794	0.1700009067
795	0.1699020295
796	0.1697645499
797	0.1696034917
798	0.1695061067
799	0.1693968895
800	0.1693012263
801	0.1690708144
802	0.168907104
803	0.1687609617
804	0.168698952
805	0.1686230362
806	0.1685033137
807	0.1684609673
808	0.1683166135
809	0.1681964297
810	0.1680829883
811	0.167865689
812	0.1676981006
813	0.1676385801
814	0.1675920667
815	0.1674845639
816	0.1674375621
817	0.167345118
818	0.1671337115
819	0.1670376478
820	0.1668842584
821	0.1667839226
822	0.1667283592
823	0.1665923668
824	0.1664391604
825	0.1663296923
826	0.1662158017
827	0.1661550945
828	0.1660463849
829	0.1659154286
830	0.1657664817
831	0.1656819238
832	0.1655647965
833	0.1654720995
834	0.1653893928
835	0.1652652594
836	0.1651414851
837	0.1650462085
838	0.1649635961
839	0.1648182947
840	0.1646399568
841	0.1645021241
842	0.1644012665
843	0.1643335197
844	0.1642014612
845	0.164128168
846	0.1640735767
847	0.1639642806
848	0.1637704985
849	0.1636544569
850	0.1635645537
851	0.1634130484
852	0.1633264671
853	0.1632124543
854	0.1631375499
855	0.1630511125
856	0.1629391763
857	0.1628521623
858	0.1627720624
859	0.1626671845
860	0.1624461577
861	0.1623926657
862	0.1622741582
863	0.162140711
864	0.1620126157
865	0.1618198695
866	0.1617529913
867	0.1616692802
868	0.1615841768
869	0.1613611765
870	0.1613594576
871	0.1611746107
872	0.1610679454
873	0.1610295078
874	0.1609578639
875	0.160879837
876	0.1607356775
877	0.1606539617
878	0.1605184102
879	0.1603662817
880	0.1602659702
881	0.1600614395
882	0.1600005497
883	0.1598548447
884	0.1596588498
885	0.1595617228
886	0.1593902813
887	0.1592626196
888	0.1591775869
889	0.1590436053
890	0.1589457751
891	0.1587867704
892	0.1587122026
893	0.1584838818
894	0.1583919136
895	0.1583504668
896	0.1581949542
897	0.1579488819
898	0.1578719411
899	0.1577874824
900	0.1577090855
901	0.1576445977
902	0.1575710151
903	0.1573723001
904	0.1572753581
905	0.1570993907
906	0.156985228
907	0.1569589351
908	0.1569061703
909	0.1567690548
910	0.1566992359
911	0.1566297168
912	0.1565530911
913	0.1564006064
914	0.1563239773
915	0.1562072918
916	0.1560275512
917	0.1560026242
918	0.1558854723
919	0.1557394503
920	0.1556388066
921	0.1555314489
922	0.15540208
923	0.1552048074
924	0.1550655426
925	0.1548875158
926	0.154837935
927	0.1547575459
928	0.154690748
929	0.1546017534
930	0.1544476776
931	0.1543075053
932	0.1542362002
933	0.1541437081
934	0.1540676245
935	0.1538674141
936	0.1536202048
937	0.1535873274
938	0.1534007133
939	0.1532897492
940	0.1531877462
941	0.1531152568
942	0.1529496175
943	0.1527702559
944	0.152595844
945	0.1525306073
946	0.1524616862
947	0.1523737884
948	0.1522837239
949	0.1522508802
950	0.1521648559
951	0.1520928035
952	0.1520109609
953	0.1519474951
954	0.1518624187
955	0.1517938143
956	0.1516142288
957	0.151540078
958	0.151472711
959	0.1514121199
960	0.1512746523
961	0.151214898
962	0.1511188807
963	0.1510332135
964	0.1508004552
965	0.1506987676
966	0.1506130606
967	0.1504841675
968	0.1504028567
969	0.1503120443
970	0.1502293591
971	0.1501466328
972	0.1499793184
973	0.1499188782
974	0.1498217563
975	0.1497382536
976	0.1496640019
977	0.1494320999
978	0.1493550935
979	0.1492761021
980	0.1490518701
981	0.1489587039
982	0.1488122515
983	0.1486806325
984	0.1485662333
985	0.1484054635
986	0.148322894
987	0.1482470065
988	0.1481797924
989	0.1480566825
990	0.1479984387
991	0.147834087
992	0.1476611525
993	0.147497733
994	0.1474659462
995	0.1474009622
996	0.1471850208
997	0.147126505
998	0.1470318714
999	0.1469482353
